Pokemon,Move
KABUTOPS,MOVE_BRINE
KABUTOPS,MOVE_BUBBLE_BEAM
KABUTOPS,MOVE_CAPTIVATE
KABUTOPS,MOVE_CONFIDE
KABUTOPS,MOVE_CONFUSE_RAY
KABUTOPS,MOVE_CROSS_POISON
KABUTOPS,MOVE_CURSE
KABUTOPS,MOVE_CUT
KABUTOPS,MOVE_DIG
KABUTOPS,MOVE_DIVE
KABUTOPS,MOVE_DOUBLE_EDGE
KABUTOPS,MOVE_DOUBLE_TEAM
KABUTOPS,MOVE_EARTH_POWER
KABUTOPS,MOVE_ENDURE
KABUTOPS,MOVE_FACADE
KABUTOPS,MOVE_FEINT
KABUTOPS,MOVE_FLAIL
KABUTOPS,MOVE_FLIP_TURN
KABUTOPS,MOVE_FORESIGHT
KABUTOPS,MOVE_FRUSTRATION
KABUTOPS,MOVE_FURY_CUTTER
KABUTOPS,MOVE_GIGA_DRAIN
KABUTOPS,MOVE_GIGA_IMPACT
KABUTOPS,MOVE_HAIL
KABUTOPS,MOVE_HARDEN
KABUTOPS,MOVE_HEADBUTT
KABUTOPS,MOVE_HIDDEN_POWER
KABUTOPS,MOVE_HONE_CLAWS
KABUTOPS,MOVE_HYDRO_PUMP
KABUTOPS,MOVE_HYPER_BEAM
KABUTOPS,MOVE_ICE_BEAM
KABUTOPS,MOVE_ICY_WIND
KABUTOPS,MOVE_IRON_DEFENSE
KABUTOPS,MOVE_KNOCK_OFF
KABUTOPS,MOVE_LEECH_LIFE
KABUTOPS,MOVE_LEER
KABUTOPS,MOVE_LIQUIDATION
KABUTOPS,MOVE_LOW_KICK
KABUTOPS,MOVE_MEGA_DRAIN
KABUTOPS,MOVE_MEGA_KICK
KABUTOPS,MOVE_METAL_SOUND
KABUTOPS,MOVE_METEOR_BEAM
KABUTOPS,MOVE_MIMIC
KABUTOPS,MOVE_MUD_SHOT
KABUTOPS,MOVE_MUD_SLAP
KABUTOPS,MOVE_NATURAL_GIFT
KABUTOPS,MOVE_NATURE_POWER
KABUTOPS,MOVE_NIGHT_SLASH
KABUTOPS,MOVE_PROTECT
KABUTOPS,MOVE_PSYCHO_CUT
KABUTOPS,MOVE_RAGE
KABUTOPS,MOVE_RAIN_DANCE
KABUTOPS,MOVE_RAPID_SPIN
KABUTOPS,MOVE_RAZOR_SHELL
KABUTOPS,MOVE_RAZOR_WIND
KABUTOPS,MOVE_REFLECT
KABUTOPS,MOVE_REST
KABUTOPS,MOVE_RETURN
KABUTOPS,MOVE_ROCK_BLAST
KABUTOPS,MOVE_ROCK_CLIMB
KABUTOPS,MOVE_ROCK_POLISH
KABUTOPS,MOVE_ROCK_SLIDE
KABUTOPS,MOVE_ROCK_SMASH
KABUTOPS,MOVE_ROCK_THROW
KABUTOPS,MOVE_ROCK_TOMB
KABUTOPS,MOVE_ROLLOUT
KABUTOPS,MOVE_ROUND
KABUTOPS,MOVE_SANDSTORM
KABUTOPS,MOVE_SAND_ATTACK
KABUTOPS,MOVE_SCALD
KABUTOPS,MOVE_SCRATCH
KABUTOPS,MOVE_SCREECH
KABUTOPS,MOVE_SECRET_POWER
KABUTOPS,MOVE_SEISMIC_TOSS
KABUTOPS,MOVE_SKULL_BASH
KABUTOPS,MOVE_SLASH
KABUTOPS,MOVE_SLEEP_TALK
KABUTOPS,MOVE_SMACK_DOWN
KABUTOPS,MOVE_SNORE
KABUTOPS,MOVE_STEALTH_ROCK
KABUTOPS,MOVE_STONE_EDGE
KABUTOPS,MOVE_SUBMISSION
KABUTOPS,MOVE_SUBSTITUTE
KABUTOPS,MOVE_SUPERPOWER
KABUTOPS,MOVE_SURF
KABUTOPS,MOVE_SWAGGER
KABUTOPS,MOVE_SWORDS_DANCE
KABUTOPS,MOVE_TAKE_DOWN
KABUTOPS,MOVE_THIEF
KABUTOPS,MOVE_TOXIC
KABUTOPS,MOVE_WATERFALL
KABUTOPS,MOVE_WATER_GUN
KABUTOPS,MOVE_WATER_PULSE
KABUTOPS,MOVE_WHIRLPOOL
KABUTOPS,MOVE_WRING_OUT
KABUTOPS,MOVE_X_SCISSOR
LARVITAR,MOVE_ANCIENT_POWER
LARVITAR,MOVE_ASSURANCE
LARVITAR,MOVE_ATTRACT
LARVITAR,MOVE_BITE
LARVITAR,MOVE_BODY_SLAM
LARVITAR,MOVE_BRICK_BREAK
LARVITAR,MOVE_BULLDOZE
LARVITAR,MOVE_CAPTIVATE
LARVITAR,MOVE_CHIP_AWAY
LARVITAR,MOVE_CONFIDE
LARVITAR,MOVE_CRUNCH
LARVITAR,MOVE_CURSE
LARVITAR,MOVE_DARK_PULSE
LARVITAR,MOVE_DETECT
LARVITAR,MOVE_DIG
LARVITAR,MOVE_DOUBLE_EDGE
LARVITAR,MOVE_DOUBLE_TEAM
LARVITAR,MOVE_DRAGON_DANCE
LARVITAR,MOVE_EARTHQUAKE
LARVITAR,MOVE_EARTH_POWER
LARVITAR,MOVE_ENDURE
LARVITAR,MOVE_FACADE
LARVITAR,MOVE_FOCUS_ENERGY
LARVITAR,MOVE_FRUSTRATION
LARVITAR,MOVE_GIGA_IMPACT
LARVITAR,MOVE_HEADBUTT
LARVITAR,MOVE_HELPING_HAND
LARVITAR,MOVE_HIDDEN_POWER
LARVITAR,MOVE_HYPER_BEAM
LARVITAR,MOVE_IRON_DEFENSE
LARVITAR,MOVE_IRON_HEAD
LARVITAR,MOVE_IRON_TAIL
LARVITAR,MOVE_LEER
LARVITAR,MOVE_MIMIC
LARVITAR,MOVE_MUDDY_WATER
LARVITAR,MOVE_MUD_SHOT
LARVITAR,MOVE_MUD_SLAP
LARVITAR,MOVE_NATURAL_GIFT
LARVITAR,MOVE_OUTRAGE
LARVITAR,MOVE_PAYBACK
LARVITAR,MOVE_POWER_UP_PUNCH
LARVITAR,MOVE_PROTECT
LARVITAR,MOVE_PURSUIT
LARVITAR,MOVE_RAIN_DANCE
LARVITAR,MOVE_REST
LARVITAR,MOVE_RETALIATE
LARVITAR,MOVE_RETURN
LARVITAR,MOVE_ROCK_BLAST
LARVITAR,MOVE_ROCK_POLISH
LARVITAR,MOVE_ROCK_SLIDE
LARVITAR,MOVE_ROCK_SMASH
LARVITAR,MOVE_ROCK_THROW
LARVITAR,MOVE_ROCK_TOMB
LARVITAR,MOVE_ROUND
LARVITAR,MOVE_SANDSTORM
LARVITAR,MOVE_SAND_TOMB
LARVITAR,MOVE_SCARY_FACE
LARVITAR,MOVE_SCREECH
LARVITAR,MOVE_SECRET_POWER
LARVITAR,MOVE_SLEEP_TALK
LARVITAR,MOVE_SMACK_DOWN
LARVITAR,MOVE_SNARL
LARVITAR,MOVE_SNORE
LARVITAR,MOVE_SPITE
LARVITAR,MOVE_STEALTH_ROCK
LARVITAR,MOVE_STOMP
LARVITAR,MOVE_STOMPING_TANTRUM
LARVITAR,MOVE_STONE_EDGE
LARVITAR,MOVE_SUBSTITUTE
LARVITAR,MOVE_SUNNY_DAY
LARVITAR,MOVE_SUPERPOWER
LARVITAR,MOVE_SWAGGER
LARVITAR,MOVE_TACKLE
LARVITAR,MOVE_TAKE_DOWN
LARVITAR,MOVE_TAUNT
LARVITAR,MOVE_TERA_BLAST
LARVITAR,MOVE_THRASH
LARVITAR,MOVE_TORMENT
LARVITAR,MOVE_TOXIC
LARVITAR,MOVE_UPROAR
NUMEL,MOVE_AFTER_YOU
NUMEL,MOVE_AMNESIA
NUMEL,MOVE_ANCIENT_POWER
NUMEL,MOVE_ATTRACT
NUMEL,MOVE_BODY_PRESS
NUMEL,MOVE_BODY_SLAM
NUMEL,MOVE_BULLDOZE
NUMEL,MOVE_CAPTIVATE
NUMEL,MOVE_CHARM
NUMEL,MOVE_CONFIDE
NUMEL,MOVE_CURSE
NUMEL,MOVE_DEFENSE_CURL
NUMEL,MOVE_DIG
NUMEL,MOVE_DOUBLE_EDGE
NUMEL,MOVE_DOUBLE_TEAM
NUMEL,MOVE_EARTHQUAKE
NUMEL,MOVE_EARTH_POWER
NUMEL,MOVE_ECHOED_VOICE
NUMEL,MOVE_EMBER
NUMEL,MOVE_ENDEAVOR
NUMEL,MOVE_ENDURE
NUMEL,MOVE_FACADE
NUMEL,MOVE_FIRE_BLAST
NUMEL,MOVE_FIRE_SPIN
NUMEL,MOVE_FLAMETHROWER
NUMEL,MOVE_FLAME_BURST
NUMEL,MOVE_FLAME_CHARGE
NUMEL,MOVE_FLAME_WHEEL
NUMEL,MOVE_FLARE_BLITZ
NUMEL,MOVE_FLASH_CANNON
NUMEL,MOVE_FOCUS_ENERGY
NUMEL,MOVE_FRUSTRATION
NUMEL,MOVE_GROWL
NUMEL,MOVE_GROWTH
NUMEL,MOVE_HEADBUTT
NUMEL,MOVE_HEAT_CRASH
NUMEL,MOVE_HEAT_WAVE
NUMEL,MOVE_HEAVY_SLAM
NUMEL,MOVE_HELPING_HAND
NUMEL,MOVE_HIDDEN_POWER
NUMEL,MOVE_HIGH_HORSEPOWER
NUMEL,MOVE_HOWL
NUMEL,MOVE_INCINERATE
NUMEL,MOVE_IRON_HEAD
NUMEL,MOVE_LASH_OUT
NUMEL,MOVE_LAVA_PLUME
NUMEL,MOVE_MAGNITUDE
NUMEL,MOVE_MIMIC
NUMEL,MOVE_MUD_BOMB
NUMEL,MOVE_MUD_SHOT
NUMEL,MOVE_MUD_SLAP
NUMEL,MOVE_NATURAL_GIFT
NUMEL,MOVE_NATURE_POWER
NUMEL,MOVE_OVERHEAT
NUMEL,MOVE_PROTECT
NUMEL,MOVE_RAIN_DANCE
NUMEL,MOVE_REST
NUMEL,MOVE_RETURN
NUMEL,MOVE_ROAR
NUMEL,MOVE_ROCK_SLIDE
NUMEL,MOVE_ROCK_SMASH
NUMEL,MOVE_ROCK_TOMB
NUMEL,MOVE_ROLLOUT
NUMEL,MOVE_ROUND
NUMEL,MOVE_SANDSTORM
NUMEL,MOVE_SCARY_FACE
NUMEL,MOVE_SCORCHING_SANDS
NUMEL,MOVE_SECRET_POWER
NUMEL,MOVE_SLEEP_TALK
NUMEL,MOVE_SNORE
NUMEL,MOVE_SPIT_UP
NUMEL,MOVE_STEALTH_ROCK
NUMEL,MOVE_STOCKPILE
NUMEL,MOVE_STOMP
NUMEL,MOVE_STOMPING_TANTRUM
NUMEL,MOVE_STONE_EDGE
NUMEL,MOVE_STRENGTH
NUMEL,MOVE_SUBSTITUTE
NUMEL,MOVE_SUNNY_DAY
NUMEL,MOVE_SWAGGER
NUMEL,MOVE_SWALLOW
NUMEL,MOVE_TACKLE
NUMEL,MOVE_TAKE_DOWN
NUMEL,MOVE_TEMPER_FLARE
NUMEL,MOVE_TERA_BLAST
NUMEL,MOVE_TOXIC
NUMEL,MOVE_TRAILBLAZE
NUMEL,MOVE_WILL_O_WISP
NUMEL,MOVE_YAWN
NUMEL,MOVE_ZEN_HEADBUTT
BRIONNE,MOVE_ACROBATICS
BRIONNE,MOVE_AMNESIA
BRIONNE,MOVE_AQUA_JET
BRIONNE,MOVE_AQUA_RING
BRIONNE,MOVE_AQUA_TAIL
BRIONNE,MOVE_AROMATIC_MIST
BRIONNE,MOVE_ATTRACT
BRIONNE,MOVE_BABY_DOLL_EYES
BRIONNE,MOVE_BLIZZARD
BRIONNE,MOVE_BODY_SLAM
BRIONNE,MOVE_BRINE
BRIONNE,MOVE_BUBBLE_BEAM
BRIONNE,MOVE_CAPTIVATE
BRIONNE,MOVE_CHARM
BRIONNE,MOVE_CHILLING_WATER
BRIONNE,MOVE_CONFIDE
BRIONNE,MOVE_COVET
BRIONNE,MOVE_DISARMING_VOICE
BRIONNE,MOVE_DIVE
BRIONNE,MOVE_DOUBLE_SLAP
BRIONNE,MOVE_DOUBLE_TEAM
BRIONNE,MOVE_DRAINING_KISS
BRIONNE,MOVE_ECHOED_VOICE
BRIONNE,MOVE_ENCORE
BRIONNE,MOVE_ENDURE
BRIONNE,MOVE_FACADE
BRIONNE,MOVE_FLIP_TURN
BRIONNE,MOVE_FRUSTRATION
BRIONNE,MOVE_GROWL
BRIONNE,MOVE_HAIL
BRIONNE,MOVE_HELPING_HAND
BRIONNE,MOVE_HIDDEN_POWER
BRIONNE,MOVE_HYDRO_PUMP
BRIONNE,MOVE_HYPER_VOICE
BRIONNE,MOVE_ICE_BEAM
BRIONNE,MOVE_ICE_SPINNER
BRIONNE,MOVE_ICY_WIND
BRIONNE,MOVE_IRON_TAIL
BRIONNE,MOVE_LIFE_DEW
BRIONNE,MOVE_MISTY_TERRAIN
BRIONNE,MOVE_MOONBLAST
BRIONNE,MOVE_PERISH_SONG
BRIONNE,MOVE_PLAY_ROUGH
BRIONNE,MOVE_POUND
BRIONNE,MOVE_PROTECT
BRIONNE,MOVE_RAIN_DANCE
BRIONNE,MOVE_REST
BRIONNE,MOVE_RETURN
BRIONNE,MOVE_ROUND
BRIONNE,MOVE_SCALD
BRIONNE,MOVE_SING
BRIONNE,MOVE_SLEEP_TALK
BRIONNE,MOVE_SNORE
BRIONNE,MOVE_SUBSTITUTE
BRIONNE,MOVE_SURF
BRIONNE,MOVE_SWAGGER
BRIONNE,MOVE_SWIFT
BRIONNE,MOVE_TERA_BLAST
BRIONNE,MOVE_TOXIC
BRIONNE,MOVE_TRIPLE_AXEL
BRIONNE,MOVE_UPROAR
BRIONNE,MOVE_WATERFALL
BRIONNE,MOVE_WATER_GUN
BRIONNE,MOVE_WATER_PLEDGE
BRIONNE,MOVE_WATER_PULSE
BRIONNE,MOVE_WHIRLPOOL
BRIONNE,MOVE_WONDER_ROOM
BRIONNE,MOVE_WORK_UP
SALAMENCE,MOVE_AERIAL_ACE
SALAMENCE,MOVE_AIR_CUTTER
SALAMENCE,MOVE_AIR_SLASH
SALAMENCE,MOVE_AQUA_TAIL
SALAMENCE,MOVE_ATTRACT
SALAMENCE,MOVE_BITE
SALAMENCE,MOVE_BODY_SLAM
SALAMENCE,MOVE_BREAKING_SWIPE
SALAMENCE,MOVE_BRICK_BREAK
SALAMENCE,MOVE_BRUTAL_SWING
SALAMENCE,MOVE_BULLDOZE
SALAMENCE,MOVE_CAPTIVATE
SALAMENCE,MOVE_CONFIDE
SALAMENCE,MOVE_CRUNCH
SALAMENCE,MOVE_CUT
SALAMENCE,MOVE_DEFENSE_CURL
SALAMENCE,MOVE_DEFOG
SALAMENCE,MOVE_DOUBLE_EDGE
SALAMENCE,MOVE_DOUBLE_TEAM
SALAMENCE,MOVE_DRACO_METEOR
SALAMENCE,MOVE_DRAGON_BREATH
SALAMENCE,MOVE_DRAGON_CHEER
SALAMENCE,MOVE_DRAGON_CLAW
SALAMENCE,MOVE_DRAGON_DANCE
SALAMENCE,MOVE_DRAGON_PULSE
SALAMENCE,MOVE_DRAGON_RAGE
SALAMENCE,MOVE_DRAGON_RUSH
SALAMENCE,MOVE_DRAGON_TAIL
SALAMENCE,MOVE_DUAL_WINGBEAT
SALAMENCE,MOVE_EARTHQUAKE
SALAMENCE,MOVE_EMBER
SALAMENCE,MOVE_ENDURE
SALAMENCE,MOVE_FACADE
SALAMENCE,MOVE_FIRE_BLAST
SALAMENCE,MOVE_FIRE_FANG
SALAMENCE,MOVE_FIRE_SPIN
SALAMENCE,MOVE_FLAMETHROWER
SALAMENCE,MOVE_FLY
SALAMENCE,MOVE_FOCUS_ENERGY
SALAMENCE,MOVE_FRUSTRATION
SALAMENCE,MOVE_FURY_CUTTER
SALAMENCE,MOVE_GIGA_IMPACT
SALAMENCE,MOVE_HEADBUTT
SALAMENCE,MOVE_HEAT_WAVE
SALAMENCE,MOVE_HELPING_HAND
SALAMENCE,MOVE_HIDDEN_POWER
SALAMENCE,MOVE_HONE_CLAWS
SALAMENCE,MOVE_HURRICANE
SALAMENCE,MOVE_HYDRO_PUMP
SALAMENCE,MOVE_HYPER_BEAM
SALAMENCE,MOVE_HYPER_VOICE
SALAMENCE,MOVE_INCINERATE
SALAMENCE,MOVE_IRON_DEFENSE
SALAMENCE,MOVE_IRON_HEAD
SALAMENCE,MOVE_IRON_TAIL
SALAMENCE,MOVE_LASER_FOCUS
SALAMENCE,MOVE_LEER
SALAMENCE,MOVE_MIMIC
SALAMENCE,MOVE_MUD_SLAP
SALAMENCE,MOVE_NATURAL_GIFT
SALAMENCE,MOVE_OMINOUS_WIND
SALAMENCE,MOVE_OUTRAGE
SALAMENCE,MOVE_PROTECT
SALAMENCE,MOVE_PSYCHIC_FANGS
SALAMENCE,MOVE_RAGE
SALAMENCE,MOVE_RAIN_DANCE
SALAMENCE,MOVE_REST
SALAMENCE,MOVE_RETURN
SALAMENCE,MOVE_ROAR
SALAMENCE,MOVE_ROCK_SLIDE
SALAMENCE,MOVE_ROCK_SMASH
SALAMENCE,MOVE_ROCK_TOMB
SALAMENCE,MOVE_ROLLOUT
SALAMENCE,MOVE_ROOST
SALAMENCE,MOVE_ROUND
SALAMENCE,MOVE_SCARY_FACE
SALAMENCE,MOVE_SECRET_POWER
SALAMENCE,MOVE_SHADOW_CLAW
SALAMENCE,MOVE_SLEEP_TALK
SALAMENCE,MOVE_SNORE
SALAMENCE,MOVE_STEEL_WING
SALAMENCE,MOVE_STONE_EDGE
SALAMENCE,MOVE_STRENGTH
SALAMENCE,MOVE_SUBSTITUTE
SALAMENCE,MOVE_SUNNY_DAY
SALAMENCE,MOVE_SWAGGER
SALAMENCE,MOVE_SWIFT
SALAMENCE,MOVE_TAILWIND
SALAMENCE,MOVE_TAKE_DOWN
SALAMENCE,MOVE_TEMPER_FLARE
SALAMENCE,MOVE_TERA_BLAST
SALAMENCE,MOVE_THRASH
SALAMENCE,MOVE_THUNDER_FANG
SALAMENCE,MOVE_TOXIC
SALAMENCE,MOVE_TWISTER
SALAMENCE,MOVE_ZEN_HEADBUTT
MEOWSTIC_M,MOVE_ALLURING_VOICE
MEOWSTIC_M,MOVE_ALLY_SWITCH
MEOWSTIC_M,MOVE_ASSIST
MEOWSTIC_M,MOVE_ATTRACT
MEOWSTIC_M,MOVE_BARRIER
MEOWSTIC_M,MOVE_BATON_PASS
MEOWSTIC_M,MOVE_CALM_MIND
MEOWSTIC_M,MOVE_CHARGE_BEAM
MEOWSTIC_M,MOVE_CHARM
MEOWSTIC_M,MOVE_CONFIDE
MEOWSTIC_M,MOVE_CONFUSION
MEOWSTIC_M,MOVE_COVET
MEOWSTIC_M,MOVE_CUT
MEOWSTIC_M,MOVE_DARK_PULSE
MEOWSTIC_M,MOVE_DIG
MEOWSTIC_M,MOVE_DISARMING_VOICE
MEOWSTIC_M,MOVE_DOUBLE_TEAM
MEOWSTIC_M,MOVE_DREAM_EATER
MEOWSTIC_M,MOVE_ECHOED_VOICE
MEOWSTIC_M,MOVE_ENDURE
MEOWSTIC_M,MOVE_ENERGY_BALL
MEOWSTIC_M,MOVE_EXPANDING_FORCE
MEOWSTIC_M,MOVE_FACADE
MEOWSTIC_M,MOVE_FAKE_OUT
MEOWSTIC_M,MOVE_FAKE_TEARS
MEOWSTIC_M,MOVE_FLASH
MEOWSTIC_M,MOVE_FRUSTRATION
MEOWSTIC_M,MOVE_GIGA_IMPACT
MEOWSTIC_M,MOVE_GRAVITY
MEOWSTIC_M,MOVE_HEAL_BELL
MEOWSTIC_M,MOVE_HEAL_BLOCK
MEOWSTIC_M,MOVE_HELPING_HAND
MEOWSTIC_M,MOVE_HIDDEN_POWER
MEOWSTIC_M,MOVE_HYPER_BEAM
MEOWSTIC_M,MOVE_IMPRISON
MEOWSTIC_M,MOVE_IRON_TAIL
MEOWSTIC_M,MOVE_LEER
MEOWSTIC_M,MOVE_LIGHT_SCREEN
MEOWSTIC_M,MOVE_MAGIC_COAT
MEOWSTIC_M,MOVE_MAGIC_ROOM
MEOWSTIC_M,MOVE_MEAN_LOOK
MEOWSTIC_M,MOVE_MIRACLE_EYE
MEOWSTIC_M,MOVE_MISTY_TERRAIN
MEOWSTIC_M,MOVE_NASTY_PLOT
MEOWSTIC_M,MOVE_PAYBACK
MEOWSTIC_M,MOVE_PAY_DAY
MEOWSTIC_M,MOVE_PLAY_ROUGH
MEOWSTIC_M,MOVE_POWER_UP_PUNCH
MEOWSTIC_M,MOVE_PROTECT
MEOWSTIC_M,MOVE_PSYBEAM
MEOWSTIC_M,MOVE_PSYCHIC
MEOWSTIC_M,MOVE_PSYCHIC_NOISE
MEOWSTIC_M,MOVE_PSYCHIC_TERRAIN
MEOWSTIC_M,MOVE_PSYCH_UP
MEOWSTIC_M,MOVE_PSYSHOCK
MEOWSTIC_M,MOVE_QUICK_GUARD
MEOWSTIC_M,MOVE_RAIN_DANCE
MEOWSTIC_M,MOVE_RECYCLE
MEOWSTIC_M,MOVE_REFLECT
MEOWSTIC_M,MOVE_REST
MEOWSTIC_M,MOVE_RETURN
MEOWSTIC_M,MOVE_ROLE_PLAY
MEOWSTIC_M,MOVE_ROUND
MEOWSTIC_M,MOVE_SAFEGUARD
MEOWSTIC_M,MOVE_SCRATCH
MEOWSTIC_M,MOVE_SECRET_POWER
MEOWSTIC_M,MOVE_SHADOW_BALL
MEOWSTIC_M,MOVE_SHOCK_WAVE
MEOWSTIC_M,MOVE_SIGNAL_BEAM
MEOWSTIC_M,MOVE_SKILL_SWAP
MEOWSTIC_M,MOVE_SLEEP_TALK
MEOWSTIC_M,MOVE_SNATCH
MEOWSTIC_M,MOVE_SNORE
MEOWSTIC_M,MOVE_SPIKES
MEOWSTIC_M,MOVE_STEALTH_ROCK
MEOWSTIC_M,MOVE_STORED_POWER
MEOWSTIC_M,MOVE_SUBSTITUTE
MEOWSTIC_M,MOVE_SUCKER_PUNCH
MEOWSTIC_M,MOVE_SUNNY_DAY
MEOWSTIC_M,MOVE_SWAGGER
MEOWSTIC_M,MOVE_SWIFT
MEOWSTIC_M,MOVE_TACKLE
MEOWSTIC_M,MOVE_TAIL_SLAP
MEOWSTIC_M,MOVE_TAUNT
MEOWSTIC_M,MOVE_TELEKINESIS
MEOWSTIC_M,MOVE_TERA_BLAST
MEOWSTIC_M,MOVE_THUNDERBOLT
MEOWSTIC_M,MOVE_THUNDER_WAVE
MEOWSTIC_M,MOVE_TICKLE
MEOWSTIC_M,MOVE_TORMENT
MEOWSTIC_M,MOVE_TOXIC
MEOWSTIC_M,MOVE_TOXIC_SPIKES
MEOWSTIC_M,MOVE_TRAILBLAZE
MEOWSTIC_M,MOVE_TRICK
MEOWSTIC_M,MOVE_TRICK_ROOM
MEOWSTIC_M,MOVE_WISH
MEOWSTIC_M,MOVE_WONDER_ROOM
MEOWSTIC_M,MOVE_WORK_UP
MEOWSTIC_M,MOVE_YAWN
MEOWSTIC_M,MOVE_ZEN_HEADBUTT
WOOBAT,MOVE_ACROBATICS
WOOBAT,MOVE_AERIAL_ACE
WOOBAT,MOVE_AFTER_YOU
WOOBAT,MOVE_AIR_CUTTER
WOOBAT,MOVE_AIR_SLASH
WOOBAT,MOVE_ALLY_SWITCH
WOOBAT,MOVE_AMNESIA
WOOBAT,MOVE_ASSURANCE
WOOBAT,MOVE_ATTRACT
WOOBAT,MOVE_BATON_PASS
WOOBAT,MOVE_CALM_MIND
WOOBAT,MOVE_CAPTIVATE
WOOBAT,MOVE_CHARGE_BEAM
WOOBAT,MOVE_CHARM
WOOBAT,MOVE_CONFIDE
WOOBAT,MOVE_CONFUSION
WOOBAT,MOVE_DEFOG
WOOBAT,MOVE_DOUBLE_TEAM
WOOBAT,MOVE_DREAM_EATER
WOOBAT,MOVE_DUAL_WINGBEAT
WOOBAT,MOVE_EMBARGO
WOOBAT,MOVE_ENDEAVOR
WOOBAT,MOVE_ENDURE
WOOBAT,MOVE_ENERGY_BALL
WOOBAT,MOVE_EXPANDING_FORCE
WOOBAT,MOVE_FACADE
WOOBAT,MOVE_FAKE_TEARS
WOOBAT,MOVE_FLASH
WOOBAT,MOVE_FLATTER
WOOBAT,MOVE_FLY
WOOBAT,MOVE_FRUSTRATION
WOOBAT,MOVE_FUTURE_SIGHT
WOOBAT,MOVE_GIGA_DRAIN
WOOBAT,MOVE_GUST
WOOBAT,MOVE_GYRO_BALL
WOOBAT,MOVE_HEART_STAMP
WOOBAT,MOVE_HEAT_WAVE
WOOBAT,MOVE_HELPING_HAND
WOOBAT,MOVE_HIDDEN_POWER
WOOBAT,MOVE_IMPRISON
WOOBAT,MOVE_KNOCK_OFF
WOOBAT,MOVE_LIGHT_SCREEN
WOOBAT,MOVE_MAGIC_COAT
WOOBAT,MOVE_NASTY_PLOT
WOOBAT,MOVE_ODOR_SLEUTH
WOOBAT,MOVE_PLUCK
WOOBAT,MOVE_PROTECT
WOOBAT,MOVE_PSYCHIC
WOOBAT,MOVE_PSYCHO_CUT
WOOBAT,MOVE_PSYCHO_SHIFT
WOOBAT,MOVE_PSYCH_UP
WOOBAT,MOVE_PSYSHOCK
WOOBAT,MOVE_RAIN_DANCE
WOOBAT,MOVE_REFLECT
WOOBAT,MOVE_REST
WOOBAT,MOVE_RETURN
WOOBAT,MOVE_ROOST
WOOBAT,MOVE_ROUND
WOOBAT,MOVE_SAFEGUARD
WOOBAT,MOVE_SECRET_POWER
WOOBAT,MOVE_SHADOW_BALL
WOOBAT,MOVE_SHOCK_WAVE
WOOBAT,MOVE_SIGNAL_BEAM
WOOBAT,MOVE_SIMPLE_BEAM
WOOBAT,MOVE_SKILL_SWAP
WOOBAT,MOVE_SLEEP_TALK
WOOBAT,MOVE_SNORE
WOOBAT,MOVE_SPEED_SWAP
WOOBAT,MOVE_STEEL_WING
WOOBAT,MOVE_STORED_POWER
WOOBAT,MOVE_SUBSTITUTE
WOOBAT,MOVE_SUPERSONIC
WOOBAT,MOVE_SUPER_FANG
WOOBAT,MOVE_SWAGGER
WOOBAT,MOVE_SWIFT
WOOBAT,MOVE_SYNCHRONOISE
WOOBAT,MOVE_TAILWIND
WOOBAT,MOVE_TAUNT
WOOBAT,MOVE_TELEKINESIS
WOOBAT,MOVE_THIEF
WOOBAT,MOVE_THUNDER_WAVE
WOOBAT,MOVE_TORMENT
WOOBAT,MOVE_TOXIC
WOOBAT,MOVE_TRICK
WOOBAT,MOVE_TRICK_ROOM
WOOBAT,MOVE_UPROAR
WOOBAT,MOVE_U_TURN
WOOBAT,MOVE_VENOM_DRENCH
WOOBAT,MOVE_ZEN_HEADBUTT
BEAUTIFLY,MOVE_ABSORB
BEAUTIFLY,MOVE_ACROBATICS
BEAUTIFLY,MOVE_AERIAL_ACE
BEAUTIFLY,MOVE_AIR_CUTTER
BEAUTIFLY,MOVE_AIR_SLASH
BEAUTIFLY,MOVE_ATTRACT
BEAUTIFLY,MOVE_BUG_BITE
BEAUTIFLY,MOVE_BUG_BUZZ
BEAUTIFLY,MOVE_CAPTIVATE
BEAUTIFLY,MOVE_CONFIDE
BEAUTIFLY,MOVE_DEFOG
BEAUTIFLY,MOVE_DOUBLE_EDGE
BEAUTIFLY,MOVE_DOUBLE_TEAM
BEAUTIFLY,MOVE_ELECTROWEB
BEAUTIFLY,MOVE_ENDURE
BEAUTIFLY,MOVE_ENERGY_BALL
BEAUTIFLY,MOVE_FACADE
BEAUTIFLY,MOVE_FLASH
BEAUTIFLY,MOVE_FRUSTRATION
BEAUTIFLY,MOVE_GIGA_DRAIN
BEAUTIFLY,MOVE_GIGA_IMPACT
BEAUTIFLY,MOVE_GUST
BEAUTIFLY,MOVE_HARDEN
BEAUTIFLY,MOVE_HIDDEN_POWER
BEAUTIFLY,MOVE_HYPER_BEAM
BEAUTIFLY,MOVE_INFESTATION
BEAUTIFLY,MOVE_IRON_DEFENSE
BEAUTIFLY,MOVE_LASER_FOCUS
BEAUTIFLY,MOVE_LEECH_LIFE
BEAUTIFLY,MOVE_MEGA_DRAIN
BEAUTIFLY,MOVE_MIMIC
BEAUTIFLY,MOVE_MORNING_SUN
BEAUTIFLY,MOVE_NATURAL_GIFT
BEAUTIFLY,MOVE_OMINOUS_WIND
